id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,408,0,0
2,0,91,,,,0,0
3,3.555556,1,4,5,0,0,0
4,3.777778,1,3,2,0,0,0
5,4,1,3,4,0,0,0
6,4.222222,1,2,1,0,0,0
7,4.444444,1,4,5,0,0,0
8,4.666667,1,3,2,0,0,0
9,4.888889,1,3,4,0,0,0
10,5.111111,1,2,1,0,0,0
11,5.333333,2,2,3,0,0,0
12,6.222222,2,2,3,0,0,0
13,7.111111,1,2,2,1,0,1
14,7.166667,1,2,1,1,0,1
15,7.555556,1,3,4,0,0,0
16,7.777778,1,3,2,0,0,0
17,8,1,3,4,0,0,0
18,8.444444,1,3,4,0,0,0
19,8.666667,1,3,2,0,0,0
20,8.888889,1,3,4,0,0,0
21,9.333333,1,4,5,0,0,0
22,9.555556,1,4,3,0,0,0
23,9.777778,1,3,4,0,0,0
24,10,1,3,2,0,0,0
25,10.222222,1,2,3,0,0,0
26,10.444444,1,2,1,0,0,0
27,11.111111,1,3,4,0,0,0
28,11.333333,1,3,2,0,0,0
29,11.555556,1,3,4,0,0,0
30,12,1,3,4,0,0,0
31,12.222222,1,3,2,0,0,0
32,12.444444,1,3,4,0,0,0
33,13.555556,1,2,2,1,0,2
34,13.611111,1,3,1,1,0,2
35,13.777778,1,4,4,2,0,3
36,13.833333,1,3,5,2,0,3
37,14.222222,1,4,5,0,0,0
38,14.444444,1,4,3,0,0,0
39,14.666667,1,4,5,0,0,0
40,15.111111,1,2,1,0,0,0
41,15.333333,1,2,3,0,0,0
42,15.555556,1,2,1,0,0,0
43,16,1,3,2,0,1,0
44,16,1,3,4,0,1,0
45,16.444444,1,3,5,0,1,0
46,16.444444,1,3,1,0,1,0
47,16.888889,2,3,2,0,1,0
48,16.888889,2,3,4,0,1,0
49,17.333333,2,3,2,0,1,0
50,17.333333,2,3,4,0,1,0
51,17.777778,2,3,2,0,0,0
52,18.222222,2,3,2,0,1,0
53,18.222222,2,4,5,0,1,0
54,18.666667,2,4,5,0,1,0
55,18.666667,2,2,1,0,1,0
56,19.111111,2,2,1,0,1,0
57,19.111111,2,3,4,0,1,0
58,19.555556,1,3,2,0,1,0
59,19.555556,2,3,4,0,1,0
60,19.888889,1,2,3,0,0,0
61,20.222222,1,3,2,0,0,0
62,20.666667,1,3,1,0,1,0
63,20.666667,1,3,5,0,1,0
64,20.888889,1,3,1,0,1,0
65,20.888889,1,3,5,0,1,0
66,21.333333,1,4,2,0,1,0
67,21.333333,1,2,4,0,1,0
68,21.777778,1,4,2,0,1,0
69,21.777778,1,2,4,0,1,0
70,22.222222,1,3,3,0,0,0
71,22.444444,1,3,3,0,0,0
72,22.666667,1,3,3,0,0,0
73,23.111111,1,1,1,0,0,0
74,23.333333,1,3,4,0,0,0
75,23.444444,1,3,2,0,0,0
76,23.777778,1,3,4,0,0,0
77,24,2,3,5,0,0,0
78,24.444444,2,3,5,0,0,0
79,24.666667,1,1,1,0,0,0
80,24.888889,1,1,1,0,0,0
81,25.111111,1,3,4,0,0,0
82,25.222222,1,3,2,0,0,0
83,25.444444,1,3,4,0,0,0
84,25.555556,1,3,2,0,0,0
85,25.777778,2,3,5,0,0,0
86,26.222222,2,3,5,0,0,0
87,26.444444,1,1,1,0,0,0
88,26.666667,1,1,1,0,0,0
89,26.888889,1,3,4,0,0,0
90,27,1,3,2,0,0,0
91,27.333333,1,3,4,0,0,0
92,27.555556,1,5,5,0,0,0
93,27.777778,1,5,4,0,0,0
94,28,1,3,2,0,0,0
95,28.222222,1,2,1,0,0,0
96,28.444444,1,3,4,0,0,0
97,28.777778,1,3,4,0,0,0
98,29.111111,1,3,2,0,0,0
99,29.333333,2,2,3,0,0,0
100,29.777778,2,2,3,0,0,0
101,30,1,4,4,0,0,0
102,30.222222,1,4,4,0,0,0
103,30.444444,1,2,2,0,0,0
104,30.666667,1,4,4,0,0,0
105,30.888889,1,4,4,0,0,0
106,31.111111,1,2,2,0,0,0
107,31.333333,1,4,4,0,0,0
108,31.555556,1,4,4,0,0,0
109,32,1,4,2,0,1,0
110,32,1,2,4,0,1,0
111,32.333333,1,2,4,0,1,0
112,32.333333,1,4,2,0,1,0
113,32.666667,1,3,1,0,1,0
114,32.666667,1,3,5,0,1,0
115,32.888889,2,4,2,0,1,0
116,32.888889,2,2,4,0,1,0
117,33.555556,2,4,2,0,1,0
118,33.555556,2,2,4,0,1,0
119,33.777778,1,1,1,0,0,0
120,34,1,3,4,0,0,0
121,34.111111,1,3,2,0,0,0
122,34.444444,1,3,4,0,0,0
123,34.666667,1,4,5,0,0,0
124,34.888889,1,2,2,1,0,19
125,34.944444,1,2,1,1,0,19
126,35.333333,1,4,4,2,0,20
127,35.388889,1,4,5,2,0,20
128,35.555556,1,1,1,0,0,0
129,35.777778,1,3,4,0,0,0
130,35.888889,1,3,2,0,0,0
131,36.222222,1,3,4,0,0,0
132,36.444444,1,4,5,0,0,0
133,36.666667,1,2,2,1,0,21
134,36.722222,1,2,1,1,0,21
135,37.111111,1,4,4,2,0,22
136,37.166667,1,4,5,2,0,22
137,37.333333,1,1,1,0,0,0
138,37.555556,1,3,4,0,0,0
139,37.666667,1,3,2,0,0,0
140,38,1,3,4,0,0,0
141,38.222222,1,5,5,0,0,0
142,38.444444,1,5,4,0,0,0
143,38.666667,1,3,2,0,0,0
144,38.888889,1,2,1,0,0,0
145,39.111111,1,3,4,0,0,0
146,39.444444,1,3,4,0,0,0
147,39.777778,1,3,2,0,0,0
148,40,2,2,3,0,0,0
149,40.444444,2,2,3,0,0,0
150,40.666667,1,4,4,0,0,0
151,40.888889,1,4,4,0,0,0
152,41.111111,1,2,2,0,0,0
153,41.333333,1,4,4,0,0,0
154,41.555556,1,4,4,0,0,0
155,41.777778,1,2,2,0,0,0
156,42,1,4,4,0,0,0
157,42.222222,1,4,4,0,0,0
158,42.444444,1,3,3,0,0,0
159,42.666667,1,2,2,0,1,0
160,42.666667,1,4,4,0,1,0
161,43,1,4,4,0,1,0
162,43,1,2,2,0,1,0
163,43.333333,1,4,2,0,1,0
