id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,344,0,0
2,0,91,,,,0,0
3,3.58209,1,3,5,0,0,0
4,4.477612,1,3,5,0,0,0
5,5.373134,1,3,5,0,0,0
6,6.044776,1,3,5,0,0,0
7,6.268657,1,3,2,0,0,0
8,7.164179,1,3,5,0,0,0
9,8.059701,1,3,5,0,0,0
10,8.955224,1,3,5,0,0,0
11,9.626866,1,3,5,0,0,0
12,9.850746,1,3,2,0,0,0
13,10.074627,1,4,4,2,0,1
14,10.130597,1,4,5,2,0,1
15,10.522388,1,4,5,0,0,0
16,10.746269,1,4,3,0,0,0
17,10.970149,1,4,5,0,0,0
18,11.19403,1,4,3,0,0,0
19,11.41791,1,3,2,0,0,0
20,11.641791,1,2,1,0,0,0
21,11.865672,2,3,5,0,0,0
22,13.656716,2,3,5,0,0,0
23,14.104478,1,3,4,0,0,0
24,14.328358,1,3,2,0,0,0
25,14.552239,1,3,4,0,0,0
26,14.776119,1,3,2,0,0,0
27,15,1,3,4,0,0,0
28,15.223881,1,4,5,0,0,0
29,15.447761,2,2,1,0,0,0
30,15.895522,2,2,1,0,0,0
31,16.343284,1,3,2,0,0,0
32,16.567164,1,3,2,0,0,0
33,16.791045,1,3,4,0,0,0
34,17.014925,1,2,1,0,0,0
35,17.238806,2,2,1,0,0,0
36,18.358209,2,2,1,0,0,0
37,18.58209,1,4,3,0,0,0
38,18.80597,1,3,2,0,0,0
39,19.029851,1,4,3,0,0,0
40,19.253731,1,4,5,0,1,0
41,19.253731,1,3,2,0,1,0
42,19.701493,1,2,3,0,0,0
43,19.925373,1,2,1,0,1,0
44,19.925373,1,3,4,0,1,0
45,20.373134,1,3,2,0,0,0
46,20.820896,1,4,5,0,1,0
47,20.820896,1,2,3,0,1,0
48,21.268657,1,3,4,0,0,0
49,21.716418,1,2,3,0,0,0
50,22.164179,1,2,1,0,0,0
51,22.38806,1,4,5,0,0,0
52,22.61194,1,4,5,0,1,0
53,22.61194,1,1,2,0,1,0
54,23.059701,1,5,4,0,0,0
55,23.283582,2,3,2,0,0,0
56,24.402985,1,4,4,2,1,2
57,24.402985,2,3,2,0,1,0
58,24.458955,1,4,5,2,0,2
59,25.522388,2,4,5,0,0,0
60,25.746269,2,4,5,0,0,0
61,25.970149,1,2,3,0,0,0
62,26.19403,2,2,3,0,0,0
63,27.985075,2,2,3,0,0,0
64,28.656716,1,2,1,0,0,0
65,29.552239,1,3,5,0,0,0
66,29.776119,1,2,1,0,0,0
67,30.447761,1,2,1,0,0,0
68,31.343284,1,3,4,0,0,0
69,31.567164,1,3,2,0,0,0
70,31.791045,1,3,3,0,0,0
71,32.238806,1,3,3,0,0,0
72,32.462687,1,2,2,1,1,3
73,32.462687,2,4,5,0,1,0
74,32.518657,1,2,1,1,0,3
75,33.134328,2,4,5,0,0,0
76,33.58209,2,5,4,0,0,0
77,33.80597,2,5,4,0,0,0
78,34.029851,1,4,3,0,0,0
79,34.253731,1,5,4,0,0,0
80,34.701493,1,5,4,0,0,0
81,34.925373,1,4,3,0,0,0
82,35.149254,1,5,4,0,0,0
83,35.373134,2,3,2,0,0,0
84,35.597015,2,3,2,0,0,0
85,35.820896,1,5,4,0,0,0
86,36.044776,1,3,2,0,0,0
87,36.716418,1,2,1,0,0,0
88,36.940299,1,3,2,0,0,0
89,37.164179,1,5,4,0,0,0
90,37.38806,1,4,3,0,0,0
91,37.61194,1,5,4,0,0,0
92,37.835821,1,4,3,0,0,0
93,38.283582,1,5,4,0,0,0
94,38.731343,2,4,5,0,0,0
95,38.955224,2,4,5,0,0,0
96,39.179104,1,3,2,0,0,0
97,39.402985,1,4,3,0,0,0
98,39.626866,1,3,2,0,0,0
99,40.074627,1,2,3,0,0,0
100,40.298507,1,2,1,0,0,0
101,40.522388,2,2,3,0,0,0
102,41.19403,2,2,3,0,0,0
103,41.865672,1,1,2,0,0,0
104,42.089552,1,2,3,0,0,0
105,42.313433,1,1,2,0,0,0
106,42.537313,1,4,5,0,0,0
107,42.873134,1,3,4,0,0,0
108,43.208955,1,2,3,0,0,0
109,43.432836,1,1,2,0,0,0
110,43.768657,1,3,4,0,0,0
111,44.104478,1,2,1,0,0,0
112,44.328358,2,3,4,0,0,0
113,44.776119,2,3,4,0,0,0
114,45,2,2,1,0,0,0
115,45.671642,2,2,1,0,0,0
116,45.895522,1,3,4,0,1,0
117,45.895522,1,1,2,0,1,0
118,46.791045,1,3,4,0,1,0
119,46.791045,1,2,1,0,1,0
120,47.910448,1,5,4,0,0,0
121,48.134328,1,4,3,0,0,0
122,48.358209,1,5,4,0,0,0
123,48.58209,1,4,3,0,0,0
124,48.80597,1,5,4,0,0,0
125,49.141791,1,4,5,0,0,0
126,49.477612,1,4,3,0,0,0
127,49.701493,1,4,3,0,0,0
128,50.149254,1,3,2,0,0,0
129,50.373134,2,3,2,0,0,0
130,50.820896,2,3,2,0,0,0
131,51.492537,1,3,2,0,0,0
132,51.940299,1,3,2,0,0,0
133,52.38806,1,4,5,0,0,0
134,52.723881,1,4,3,0,0,0
135,53.059701,1,3,2,0,0,0
136,53.283582,1,3,2,0,0,0
137,53.507463,2,4,3,0,0,0
138,53.731343,2,4,3,0,0,0
139,53.955224,1,2,1,0,0,0
140,54.626866,1,1,1,0,0,0
141,54.850746,1,3,4,0,0,0
142,55.074627,1,1,2,0,0,0
143,55.410448,1,1,2,0,0,0
144,55.746269,1,1,2,0,0,0
145,55.970149,1,1,2,0,0,0
146,56.30597,1,2,3,0,0,0
147,56.641791,1,3,4,0,0,0
148,56.865672,1,1,2,0,0,0
149,57.201493,1,1,2,0,0,0
150,57.537313,1,1,2,0,0,0
151,57.761194,1,1,2,0,0,0
152,58.097015,1,2,3,0,0,0
153,58.432836,1,3,4,0,0,0
154,58.656716,1,4,5,0,0,0
155,58.992537,1,4,5,0,0,0
156,59.328358,1,4,5,0,0,0
157,59.552239,1,4,5,0,0,0
158,59.776119,1,1,2,0,0,0
159,60,1,2,3,0,0,0
160,60.223881,2,3,4,0,0,0
161,61.791045,2,3,4,0,0,0
162,62.014925,1,2,2,1,1,4
163,62.014925,1,4,4,2,1,5
164,62.070896,1,2,1,1,1,4
165,62.070896,1,4,5,2,1,5
166,62.462687,1,4,5,0,0,0
167,62.686567,1,4,3,0,0,0
168,62.910448,1,4,5,0,0,0
169,63.134328,1,4,3,0,0,0
170,63.358209,1,3,2,0,0,0
171,63.58209,1,2,1,0,0,0
172,63.80597,2,3,5,0,0,0
173,65.597015,2,3,5,0,0,0
174,66.044776,1,3,4,0,0,0
175,66.268657,1,3,2,0,0,0
176,66.492537,1,3,4,0,0,0
177,66.716418,1,3,2,0,0,0
178,66.940299,1,4,5,0,0,0
179,67.164179,1,2,1,0,0,0
180,67.38806,2,2,3,0,0,0
