id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,116,0,0
2,0,91,,,,0,0
3,1.875,2,4,5,0,0,0
4,2.8125,2,4,5,0,0,0
5,3.75,2,1,2,0,0,0
6,4.6875,2,1,2,0,0,0
7,5.625,2,4,5,0,0,0
8,6.5625,2,4,5,0,0,0
9,7.5,2,2,1,0,0,0
10,8.4375,2,2,1,0,0,0
11,9.375,2,4,5,0,0,0
12,10.3125,2,4,5,0,0,0
13,11.25,2,1,2,0,0,0
14,12.1875,2,1,2,0,0,0
15,13.125,2,4,5,0,0,0
16,14.0625,2,4,5,0,0,0
17,15,2,1,2,0,0,0
18,15.9375,2,1,2,0,0,0
19,16.875,2,4,5,0,0,0
20,17.8125,2,4,5,0,0,0
21,18.75,2,1,2,0,0,0
22,19.6875,2,1,2,0,0,0
23,20.625,2,4,5,0,0,0
24,21.5625,2,4,5,0,0,0
25,22.5,1,1,2,0,0,0
26,23.203125,1,4,5,0,0,0
27,24.375,1,5,5,0,0,0
28,26.25,1,4,4,0,0,0
29,28.125,1,1,1,0,0,0
30,30,1,2,2,0,0,0
31,31.875,1,5,5,0,0,0
32,33.75,1,4,4,0,0,0
33,35.625,1,1,1,0,0,0
34,37.5,1,2,2,0,0,0
35,38.4375,1,4,4,0,0,0
36,39.375,1,4,5,0,0,0
37,41.25,1,5,4,0,0,0
38,43.125,1,2,1,0,0,0
39,45,1,1,2,0,0,0
40,46.875,1,4,5,0,0,0
41,48.75,2,3,3,0,0,0
42,49.6875,2,3,3,0,0,0
43,50.625,1,3,4,0,1,0
44,50.625,1,3,2,0,1,0
45,51.5625,1,3,4,0,1,0
46,51.5625,1,3,2,0,1,0
47,52.5,1,2,1,0,1,0
48,52.5,1,4,5,0,1,0
49,53.4375,1,4,5,0,1,0
50,53.4375,1,2,1,0,1,0
51,54.375,1,1,2,0,0,0
52,55.3125,1,3,4,0,0,0
53,56.25,1,4,5,0,0,0
54,57.1875,1,3,2,0,0,0
55,58.125,1,2,1,0,0,0
56,59.0625,1,3,4,0,0,0
57,60,1,3,2,0,0,0
58,61.875,1,1,2,0,0,0
59,62.8125,1,3,4,0,0,0
60,63.75,1,4,5,0,0,0
61,64.6875,1,2,1,0,0,0
62,65.625,1,3,4,0,0,0
63,66.5625,1,2,1,0,0,0
64,67.5,2,2,3,0,0,0
65,68.4375,2,2,3,0,0,0
66,69.375,1,4,5,0,1,0
67,69.375,1,2,1,0,1,0
68,70.3125,1,3,2,0,0,0
69,71.25,2,3,4,0,0,0
70,74.0625,2,3,4,0,0,0
71,75,2,2,1,0,0,0
72,77.8125,2,2,1,0,0,0
73,78.75,2,1,2,0,0,0
74,79.6875,2,1,2,0,0,0
75,80.625,2,4,5,0,0,0
76,81.5625,2,4,5,0,0,0
77,82.5,2,4,3,0,0,0
78,83.4375,2,4,3,0,0,0
79,84.375,1,5,4,0,1,0
80,84.375,1,2,1,0,1,0
81,86.25,1,4,5,0,1,0
82,86.25,1,1,2,0,1,0
83,88.125,2,3,3,0,0,0
84,89.0625,2,3,3,0,0,0
85,90,1,4,5,0,0,0
86,90.9375,1,3,2,0,0,0
87,91.875,1,3,4,0,0,0
88,92.8125,1,2,1,0,0,0
89,93.75,1,2,3,0,0,0
90,95.625,1,1,2,0,0,0
91,96.5625,1,3,4,0,0,0
92,97.5,1,4,5,0,0,0
93,98.4375,1,3,2,0,0,0
94,99.375,1,3,4,0,0,0
95,100.3125,1,2,1,0,0,0
96,101.25,2,2,3,0,0,0
97,102.1875,2,2,3,0,0,0
98,103.125,1,5,4,0,1,0
99,103.125,1,1,2,0,1,0
100,104.0625,1,5,4,0,1,0
101,104.0625,1,1,2,0,1,0
102,105,2,4,5,0,1,0
103,105,2,2,1,0,1,0
104,106.875,2,4,5,0,1,0
105,106.875,2,2,1,0,1,0
106,108.75,2,4,5,0,0,0
107,109.6875,2,4,5,0,0,0
108,110.625,2,1,2,0,0,0
109,111.5625,2,1,2,0,0,0
110,112.5,2,4,5,0,0,0
111,113.4375,2,4,5,0,0,0
112,114.375,2,1,2,0,0,0
113,115.3125,2,1,2,0,0,0
114,116.25,2,4,5,0,0,0
115,117.1875,2,4,5,0,0,0
116,118.125,1,2,1,0,0,0
117,118.828125,1,1,2,0,1,0
118,118.828125,1,4,5,0,1,0
119,121.875,92,,,,0,0
