id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,103,0,0
2,0,91,,,,0,0
3,3.134328,1,2,2,0,0,0
4,4.925373,1,5,5,0,0,0
5,6.716418,1,1,1,0,0,0
6,8.507463,1,4,4,0,0,0
7,10.074627,1,2,1,0,1,0
8,10.074627,1,4,5,0,1,0
9,11.19403,1,3,2,0,0,0
10,11.865672,2,4,5,0,0,0
11,13.880597,2,4,5,0,0,0
12,14.776119,1,2,2,0,0,0
13,15.671642,1,4,4,0,0,0
14,16.567164,1,1,1,0,0,0
15,17.462687,1,2,2,0,0,0
16,19.253731,1,5,5,0,0,0
17,19.925373,1,2,2,0,0,0
18,20.820896,1,4,4,0,0,0
19,21.716418,1,1,1,0,0,0
20,22.61194,2,4,3,0,0,0
21,24.402985,2,4,3,0,0,0
22,26.19403,1,1,1,0,0,0
23,27.985075,1,5,5,0,0,0
24,29.776119,1,4,4,0,0,0
25,31.791045,1,2,2,0,0,0
26,32.462687,1,4,4,0,0,0
27,33.58209,1,2,2,0,0,0
28,35.373134,1,1,1,0,0,0
29,37.164179,1,4,4,0,0,0
30,38.955224,1,5,5,0,0,0
31,40.746269,1,2,2,0,0,0
32,42.537313,1,5,5,0,0,0
33,43.432836,1,1,1,0,0,0
34,44.328358,1,4,4,0,0,0
35,45.895522,1,5,5,0,0,0
36,46.791045,1,1,1,0,0,0
37,47.910448,1,4,4,0,0,0
38,49.701493,1,5,5,0,0,0
39,51.492537,1,2,2,0,0,0
40,53.283582,1,1,1,0,0,0
41,55.074627,1,2,2,0,0,0
42,55.970149,1,4,4,0,0,0
43,56.865672,1,2,2,0,0,0
44,57.761194,1,4,4,0,0,0
45,58.656716,1,1,1,0,0,0
46,59.552239,1,5,5,0,0,0
47,60.223881,2,1,2,0,0,0
48,62.014925,2,1,2,0,0,0
49,63.134328,1,3,2,0,0,0
50,63.80597,2,4,5,0,0,0
51,65.820896,2,4,5,0,0,0
52,66.716418,1,2,2,0,0,0
53,67.61194,1,4,4,0,0,0
54,68.507463,1,2,2,0,0,0
55,69.402985,1,1,1,0,0,0
56,70.298507,1,4,5,0,0,0
57,70.970149,2,4,5,0,0,0
58,72.985075,2,4,5,0,0,0
59,73.880597,1,2,1,0,0,0
60,74.552239,2,3,4,0,0,0
61,76.567164,2,3,4,0,0,0
62,77.462687,1,3,2,0,0,0
63,78.134328,2,4,5,0,0,0
64,80.149254,2,4,5,0,0,0
65,81.044776,1,2,2,0,0,0
66,81.940299,1,4,4,0,0,0
67,82.835821,1,1,1,0,0,0
68,83.731343,1,2,2,0,0,0
69,85.522388,1,5,5,0,0,0
70,86.19403,1,2,2,0,0,0
71,87.089552,1,4,4,0,0,0
72,87.985075,1,1,1,0,0,0
73,88.880597,2,4,3,0,0,0
74,90.671642,2,4,3,0,0,0
75,91.791045,1,3,2,0,0,0
76,92.462687,2,4,5,0,0,0
77,94.477612,2,4,5,0,0,0
78,95.373134,1,2,2,0,0,0
79,96.268657,1,4,4,0,0,0
80,97.164179,1,2,2,0,0,0
81,98.059701,1,1,1,0,0,0
82,98.955224,1,4,5,0,0,0
83,99.626866,2,4,5,0,0,0
84,101.641791,2,4,5,0,0,0
85,102.537313,1,2,1,0,0,0
86,103.208955,2,3,4,0,0,0
87,105.223881,2,3,4,0,0,0
88,106.119403,1,3,2,0,0,0
89,106.791045,2,4,5,0,0,0
90,108.80597,2,4,5,0,0,0
91,109.701493,1,2,2,0,0,0
92,110.597015,1,4,4,0,0,0
93,111.492537,1,1,1,0,0,0
94,112.38806,1,2,2,0,0,0
95,114.179104,1,5,5,0,0,0
96,114.850746,1,2,2,0,0,0
97,115.746269,1,4,4,0,0,0
98,116.641791,1,1,1,0,0,0
99,117.537313,2,4,3,0,0,0
100,119.328358,2,4,3,0,0,0
101,121.119403,1,1,1,0,0,0
102,122.910448,1,5,5,0,0,0
103,124.701493,1,4,4,0,0,0
104,126.492537,1,2,2,0,0,0
105,127.164179,1,2,3,0,0,0
106,130.298507,92,,,,0,0
