id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,116,0,0
2,0,91,,,,0,0
3,2.926829,1,1,2,0,0,0
4,4.390244,1,4,5,0,0,0
5,5.853659,1,4,3,0,0,0
6,7.317073,1,3,4,0,0,0
7,8.780488,1,2,1,0,0,0
8,10.243902,1,1,2,0,0,0
9,11.707317,1,2,3,0,0,0
10,13.170732,1,4,5,0,0,0
11,14.634146,1,4,3,0,0,0
12,16.097561,1,3,2,0,0,0
13,17.560976,2,3,3,0,0,0
14,19.02439,2,3,3,0,0,0
15,20.487805,2,2,2,0,0,0
16,21.95122,2,2,2,0,0,0
17,23.414634,2,3,3,0,0,0
18,24.878049,2,3,3,0,0,0
19,26.341463,2,4,4,0,0,0
20,27.804878,2,4,4,0,0,0
21,29.268293,2,5,5,0,0,0
22,30.731707,2,5,5,0,0,0
23,32.195122,2,2,2,0,0,0
24,33.658537,2,2,2,0,0,0
25,35.121951,2,3,3,0,0,0
26,36.585366,2,3,3,0,0,0
27,38.04878,2,4,4,0,0,0
28,39.512195,2,4,4,0,0,0
29,40.97561,2,5,5,0,0,0
30,42.439024,2,5,5,0,0,0
31,43.902439,1,5,4,0,0,0
32,45.365854,1,3,2,0,0,0
33,46.829268,1,2,3,0,0,0
34,48.292683,1,2,1,0,0,0
35,49.756098,1,2,3,0,0,0
36,50.853659,1,4,5,0,0,0
37,52.682927,2,3,2,0,0,0
38,54.146341,2,3,2,0,0,0
39,55.609756,1,2,1,0,1,0
40,55.609756,1,4,5,0,1,0
41,57.073171,1,3,4,0,0,0
42,58.536585,1,3,2,0,0,0
43,60,1,4,5,0,0,0
44,61.463415,1,2,1,0,0,0
45,62.926829,1,4,5,0,0,0
46,64.390244,1,3,2,0,0,0
47,65.853659,1,3,4,0,0,0
48,67.317073,1,2,1,0,1,0
49,67.317073,1,4,5,0,1,0
50,68.780488,1,3,4,0,0,0
51,70.243902,1,3,2,0,0,0
52,71.707317,1,4,5,0,0,0
53,73.170732,1,4,3,0,0,0
54,74.634146,1,4,5,0,0,0
55,76.097561,2,2,1,0,1,0
56,76.097561,2,5,4,0,1,0
57,77.560976,2,2,1,0,1,0
58,77.560976,2,5,4,0,1,0
59,79.02439,2,2,2,0,0,0
60,80.487805,2,2,2,0,0,0
61,81.95122,2,3,3,0,0,0
62,83.414634,2,3,3,0,0,0
63,84.878049,2,4,4,0,0,0
64,86.341463,2,4,4,0,0,0
65,87.804878,2,3,3,0,0,0
66,89.268293,2,3,3,0,0,0
67,90.731707,1,2,1,0,1,0
68,90.731707,1,3,4,0,1,0
69,92.195122,1,4,3,0,0,0
70,92.926829,1,3,2,0,0,0
71,93.658537,1,3,2,0,1,0
72,93.658537,1,4,5,0,1,0
73,95.121951,1,3,4,0,0,0
74,95.853659,1,4,3,0,0,0
75,96.585366,1,2,1,0,1,0
76,96.585366,1,3,4,0,1,0
77,98.04878,1,4,5,0,0,0
78,98.780488,1,3,2,0,0,0
79,99.512195,1,3,3,0,0,0
80,100.243902,1,2,2,0,0,0
81,100.97561,1,3,3,0,0,0
82,102.439024,1,2,1,0,1,0
83,102.439024,1,3,4,0,1,0
84,103.902439,1,2,3,0,0,0
85,104.634146,1,3,2,0,0,0
86,105.365854,1,3,2,0,1,0
87,105.365854,1,4,5,0,1,0
88,106.829268,1,3,4,0,0,0
89,107.560976,1,4,3,0,0,0
90,108.292683,1,2,1,0,1,0
91,108.292683,1,3,4,0,1,0
92,109.756098,1,4,5,0,0,0
93,110.487805,1,3,2,0,0,0
94,111.219512,1,3,3,0,0,0
95,111.95122,1,2,2,0,0,0
96,112.682927,1,3,3,0,0,0
97,114.146341,1,3,2,0,1,0
98,114.146341,1,3,4,0,1,0
99,114.878049,1,3,2,0,0,0
100,115.609756,1,2,1,0,1,0
101,115.609756,1,2,3,0,1,0
102,116.341463,1,2,1,0,0,0
103,117.073171,1,3,4,0,1,0
104,117.073171,1,3,2,0,1,0
105,117.804878,1,3,2,0,0,0
106,118.536585,1,4,5,0,1,0
107,118.536585,1,4,3,0,1,0
108,119.268293,1,4,3,0,0,0
109,120,1,3,2,0,1,0
110,120,1,3,4,0,1,0
111,120.731707,1,3,2,0,0,0
112,121.463415,1,2,3,0,1,0
113,121.463415,1,4,5,0,1,0
114,122.195122,1,2,3,0,0,0
115,122.926829,2,4,5,0,1,0
116,122.926829,2,3,2,0,1,0
117,125.853659,2,3,2,0,1,0
118,125.853659,2,4,5,0,1,0
119,133.170732,92,,,,0,0
