id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,549,0,0
2,0,91,,,,0,0
3,2.535211,2,2,4,0,1,0
4,2.535211,2,4,2,0,1,0
5,4.225352,2,2,4,0,1,0
6,4.225352,2,4,2,0,1,0
7,5.070423,2,3,5,0,1,0
8,5.070423,1,4,3,0,1,0
9,5.492958,1,4,3,0,0,0
10,5.915493,1,4,3,0,0,0
11,6.338028,1,4,3,0,0,0
12,6.760563,1,3,2,0,0,0
13,7.183099,1,3,2,0,0,0
14,7.605634,2,3,5,0,1,0
15,7.605634,1,3,2,0,1,0
16,8.028169,2,5,3,0,1,0
17,8.028169,1,3,2,0,1,0
18,8.450704,1,2,1,0,0,0
19,8.873239,1,2,1,0,0,0
20,9.295775,1,2,1,0,0,0
21,9.71831,1,2,1,0,0,0
22,10.140845,1,1,2,0,0,0
23,10.56338,2,5,3,0,1,0
24,10.56338,1,1,2,0,1,0
25,10.985915,2,2,4,0,1,0
26,10.985915,1,1,2,0,1,0
27,11.408451,1,1,2,0,0,0
28,11.830986,2,3,2,0,0,0
29,13.098592,1,2,4,2,1,6
30,13.098592,1,3,2,1,1,7
31,13.151408,1,2,5,2,1,6
32,13.151408,1,3,1,1,1,7
33,13.521127,1,3,5,0,1,0
34,13.521127,1,2,1,0,1,0
35,13.838028,1,3,4,0,0,0
36,14.15493,1,3,3,0,0,0
37,14.366197,1,3,5,0,1,0
38,14.366197,1,1,2,0,1,0
39,14.683099,1,3,4,0,0,0
40,15,1,3,3,0,0,0
41,15.211268,1,3,5,0,1,0
42,15.211268,1,2,1,0,1,0
43,15.528169,1,3,4,0,0,0
44,15.84507,1,3,3,0,0,0
45,16.056338,1,3,5,0,1,0
46,16.056338,1,1,2,0,1,0
47,16.373239,1,3,4,0,0,0
48,16.690141,1,3,3,0,0,0
49,16.901408,2,2,1,0,1,0
50,16.901408,1,3,5,0,1,0
51,17.21831,1,3,4,0,0,0
52,17.535211,1,3,3,0,0,0
53,17.746479,2,2,1,0,1,0
54,17.746479,1,3,5,0,1,0
55,17.957746,1,1,2,0,0,0
56,18.169014,1,2,3,0,0,0
57,18.380282,2,3,2,0,0,0
58,18.591549,1,3,5,0,0,0
59,18.908451,1,3,4,0,0,0
60,19.225352,1,3,3,0,0,0
61,19.43662,1,3,5,0,0,0
62,19.753521,1,3,4,0,0,0
63,20.070423,2,3,2,0,1,0
