id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,721,0,0
2,0,91,,,,0,0
3,2.910855,1,4,4,2,1,6
4,2.910855,1,2,2,1,1,80
5,2.956337,1,1,1,1,0,80
6,3.092784,1,5,5,1,0,6
7,3.138266,1,4,4,1,0,6
8,3.45664,1,2,2,0,0,0
9,3.638569,1,4,4,2,0,7
10,3.820497,1,5,5,1,0,7
11,3.865979,1,4,4,1,0,7
12,4.184354,1,2,2,0,0,0
13,4.366283,1,3,3,2,0,8
14,4.548211,1,4,4,1,0,8
15,4.593693,1,3,3,1,0,8
16,4.912068,2,1,1,0,1,0
17,4.912068,1,3,3,0,1,0
18,5.275925,1,4,4,1,1,81
19,5.275925,2,1,1,0,1,0
20,5.457853,1,3,3,2,0,81
21,5.503335,1,4,4,2,0,81
22,5.82171,1,4,4,2,1,9
23,5.82171,1,2,2,1,1,82
24,5.867192,1,1,1,1,0,82
25,6.003639,1,5,5,1,0,9
26,6.049121,1,4,4,1,0,9
27,6.367495,1,2,2,0,0,0
28,6.549424,1,4,4,2,0,10
29,6.731352,1,5,5,1,0,10
30,6.776834,1,4,4,1,0,10
31,7.095209,1,2,2,0,0,0
32,7.277138,1,3,3,2,0,83
33,7.459066,1,4,4,1,0,83
34,7.504548,1,3,3,1,0,83
35,7.822923,2,1,1,0,1,0
36,7.822923,1,3,3,0,1,0
37,8.18678,2,1,1,0,1,0
38,8.18678,1,4,4,1,1,84
39,8.368708,1,3,3,2,0,84
40,8.41419,1,4,4,2,0,84
41,8.732565,2,1,2,0,0,0
42,9.278351,2,1,2,0,1,0
43,9.278351,1,4,5,0,1,0
44,9.460279,1,4,4,0,0,0
45,9.642207,1,4,3,0,0,0
46,9.824136,1,4,1,0,0,0
47,10.187993,2,3,2,0,1,0
48,10.187993,1,4,3,0,1,0
49,10.733778,2,3,2,0,1,0
50,10.733778,2,3,5,0,1,0
51,11.097635,1,2,2,0,0,0
52,11.279563,2,3,5,0,1,0
53,11.279563,1,2,3,0,1,0
54,11.64342,2,1,2,0,0,0
55,12.189206,2,1,2,0,1,0
56,12.189206,1,4,5,0,1,0
57,12.371134,1,4,4,0,0,0
58,12.553062,1,4,3,0,0,0
59,12.734991,1,4,1,0,0,0
60,13.098848,2,3,4,0,1,0
61,13.098848,1,3,2,0,1,0
62,13.644633,2,3,4,0,1,0
63,13.644633,2,3,1,0,1,0
64,14.00849,1,3,3,0,0,0
65,14.190418,2,3,1,0,1,0
66,14.190418,1,3,4,0,1,0
67,14.554275,2,1,2,0,0,0
68,15.100061,2,1,2,0,1,0
69,15.100061,1,4,5,0,1,0
70,15.281989,1,4,4,0,0,0
71,15.463918,1,4,3,0,0,0
72,15.645846,1,4,1,0,0,0
73,16.009703,2,3,2,0,1,0
74,16.009703,1,4,3,0,1,0
75,16.555488,2,3,2,0,1,0
76,16.555488,2,3,5,0,1,0
77,16.919345,1,2,2,0,0,0
78,17.101273,2,3,5,0,1,0
79,17.101273,1,2,3,0,1,0
80,17.46513,2,1,2,0,0,0
81,18.010916,2,1,2,0,1,0
82,18.010916,1,4,5,0,1,0
83,18.192844,1,4,4,0,0,0
84,18.374773,1,4,3,0,0,0
85,18.556701,1,4,1,0,0,0
86,18.920558,1,4,3,0,0,0
87,19.102486,1,2,2,0,0,0
88,19.284415,1,4,3,0,0,0
89,19.466343,1,2,2,0,0,0
90,19.648272,1,4,3,0,0,0
91,19.8302,1,2,2,0,0,0
