id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,437,0,0
2,0,91,,,,0,0
3,2.910855,1,3,4,2,1,1
4,2.910855,1,3,2,1,1,2
5,3.001819,1,3,5,2,1,1
6,3.001819,1,3,1,1,1,2
7,3.45664,1,4,3,0,0,0
8,3.638569,1,4,5,0,0,0
9,3.820497,1,4,3,0,0,0
10,4.184354,1,3,2,0,0,0
11,4.366283,1,3,4,0,0,0
12,4.548211,1,3,2,0,0,0
13,4.912068,2,2,1,0,0,0
14,5.457853,2,2,1,0,0,0
15,5.82171,1,3,2,1,1,3
16,5.82171,1,3,4,2,1,4
17,5.912674,1,3,1,1,1,3
18,5.912674,1,3,5,2,1,4
19,6.367495,1,4,3,0,0,0
20,6.549424,1,4,5,0,0,0
21,6.731352,1,4,3,0,0,0
22,7.095209,1,3,2,0,0,0
23,7.277138,1,3,4,0,0,0
24,7.459066,1,3,2,0,0,0
25,7.822923,2,2,1,0,0,0
26,8.368708,2,2,1,0,0,0
27,8.732565,2,1,2,0,0,0
28,9.096422,2,1,2,0,0,0
29,9.278351,2,4,5,0,0,0
30,9.642207,2,4,5,0,0,0
31,9.824136,1,4,3,0,0,0
32,10.187993,2,3,4,0,0,0
33,10.55185,2,3,4,0,0,0
34,10.733778,2,3,5,0,0,0
35,11.279563,2,3,5,0,0,0
36,11.64342,2,1,2,0,0,0
37,12.007277,2,1,2,0,0,0
38,12.189206,2,4,5,0,0,0
39,12.553062,2,4,5,0,0,0
40,12.734991,1,4,3,0,0,0
41,13.098848,2,3,4,0,0,0
42,13.462705,2,3,4,0,0,0
43,13.644633,2,3,1,0,0,0
44,14.190418,2,3,1,0,0,0
45,14.554275,2,1,2,0,0,0
46,14.918132,2,1,2,0,0,0
47,15.100061,2,4,5,0,0,0
48,15.463918,2,4,5,0,0,0
49,15.645846,1,4,3,0,0,0
50,16.009703,2,3,4,0,0,0
51,16.37356,2,3,4,0,0,0
52,16.555488,2,3,5,0,0,0
53,17.101273,2,3,5,0,0,0
54,17.46513,2,1,2,0,0,0
55,17.828987,2,1,2,0,0,0
56,18.010916,2,4,5,0,0,0
57,18.374773,2,4,5,0,0,0
58,18.556701,1,4,3,0,0,0
59,18.920558,2,3,4,0,0,0
60,19.284415,2,3,4,0,0,0
61,19.466343,2,3,1,0,0,0
62,20.012129,2,3,1,0,0,0
63,20.375985,1,2,2,0,0,0
64,20.739842,1,3,3,0,0,0
65,21.103699,1,4,4,2,1,5
66,21.103699,1,2,2,1,1,6
67,21.194663,1,3,5,2,1,5
68,21.194663,1,3,1,1,1,6
69,21.467556,1,3,3,0,0,0
70,21.649485,1,4,5,0,0,0
71,22.013341,1,4,2,0,0,0
72,22.922984,1,1,1,0,0,0
73,23.104912,1,4,4,0,0,0
74,23.468769,1,2,2,0,0,0
75,23.650697,1,2,3,0,0,0
76,23.832626,1,2,1,0,0,0
77,24.014554,1,4,4,2,0,7
78,24.105518,1,4,5,2,0,7
79,24.378411,1,2,2,0,0,0
80,24.56034,1,3,4,0,0,0
81,24.924196,2,3,5,0,0,0
82,25.469982,2,3,5,0,0,0
83,25.65191,1,4,4,0,0,0
84,25.833839,1,2,2,0,0,0
85,26.015767,1,3,3,0,0,0
86,26.197696,2,1,1,0,0,0
87,26.379624,2,1,1,0,0,0
88,27.107338,1,3,3,0,0,0
89,27.289266,1,2,2,0,0,0
90,27.471195,1,3,4,0,0,0
91,27.835052,1,4,4,0,0,0
