id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,234,0,0
2,0,91,,,,0,0
3,3.555556,2,3,4,0,0,0
4,4,2,3,4,0,0,0
5,4.444444,2,3,2,0,0,0
6,4.888889,2,3,2,0,0,0
7,5.333333,2,3,4,0,0,0
8,6.222222,2,3,4,0,0,0
9,7.111111,1,2,1,0,0,0
10,7.555556,1,2,1,0,0,0
11,8,1,4,5,0,0,0
12,8.444444,1,4,5,0,0,0
13,8.888889,1,2,1,0,0,0
14,9.333333,1,2,1,0,0,0
15,9.777778,1,4,5,0,0,0
16,10.222222,1,4,5,0,0,0
17,10.666667,1,2,1,0,0,0
18,11.111111,1,2,1,0,0,0
19,11.555556,1,4,5,0,0,0
20,12,1,4,5,0,0,0
21,12.444444,1,2,1,0,0,0
22,12.888889,1,2,1,0,0,0
23,13.777778,1,4,5,0,0,0
24,14.222222,2,3,4,0,0,0
25,14.666667,2,3,4,0,0,0
26,15.111111,2,3,4,0,0,0
27,15.555556,2,3,4,0,0,0
28,16,2,3,4,0,0,0
29,16.444444,2,3,4,0,0,0
30,16.888889,2,3,2,0,0,0
31,17.333333,2,3,2,0,0,0
32,17.777778,2,2,1,0,0,0
33,18.222222,2,2,1,0,0,0
34,18.666667,2,3,4,0,0,0
35,19.111111,2,3,4,0,0,0
36,19.555556,2,3,2,0,0,0
37,20,2,3,2,0,0,0
38,20.444444,2,3,3,0,0,0
39,20.888889,2,3,3,0,0,0
40,21.333333,1,1,1,0,0,0
41,21.777778,1,1,1,0,0,0
42,22.222222,1,5,5,0,0,0
43,22.666667,1,5,5,0,0,0
44,23.111111,1,3,2,0,0,0
45,24,2,4,5,0,0,0
46,24.444444,2,4,5,0,0,0
47,24.888889,1,3,2,0,0,0
48,25.777778,2,4,5,0,0,0
49,26.222222,2,4,5,0,0,0
50,26.666667,1,2,1,0,0,0
51,27.555556,2,3,4,0,0,0
52,28,2,3,4,0,0,0
53,28.444444,1,2,1,0,0,0
54,29.333333,2,3,4,0,0,0
55,29.777778,2,3,4,0,0,0
56,30.222222,1,3,2,0,0,0
57,31.111111,1,3,4,0,0,0
58,32,1,2,1,0,0,0
59,32.444444,1,4,5,0,0,0
60,32.888889,2,2,1,0,0,0
61,33.333333,2,2,1,0,0,0
62,33.777778,1,1,2,0,0,0
63,34.222222,1,3,4,0,0,0
64,34.666667,2,4,5,0,0,0
65,35.111111,2,4,5,0,0,0
66,35.555556,1,1,2,0,0,0
67,36,1,3,4,0,0,0
68,36.444444,2,4,5,0,0,0
69,36.888889,2,4,5,0,0,0
70,37.333333,1,1,2,0,0,0
71,37.777778,1,3,4,0,0,0
72,38.222222,1,4,5,0,0,0
73,38.666667,1,5,4,0,0,0
74,39.111111,1,3,2,0,0,0
75,39.555556,1,3,4,0,0,0
76,40,2,2,1,0,0,0
77,40.444444,2,2,1,0,0,0
78,40.888889,1,4,4,0,0,0
79,41.333333,1,2,2,0,0,0
80,41.777778,1,4,4,0,0,0
81,42.222222,1,2,2,0,0,0
82,42.666667,1,4,4,0,0,0
83,43.111111,1,4,4,0,0,0
84,43.555556,2,4,5,0,0,0
85,44,2,4,5,0,0,0
86,44.444444,1,2,2,0,0,0
87,44.888889,1,2,2,0,0,0
88,45.333333,1,2,2,0,0,0
89,45.777778,1,2,2,0,0,0
90,46.222222,1,2,2,0,0,0
91,46.666667,1,2,2,0,0,0
92,47.111111,1,4,4,0,0,0
93,47.555556,1,4,4,0,0,0
94,48,1,2,2,0,0,0
95,48.444444,1,2,2,0,0,0
96,48.888889,1,2,2,0,0,0
97,49.333333,1,2,2,0,0,0
98,49.777778,1,2,2,0,0,0
99,50.222222,1,2,2,0,0,0
100,50.666667,1,3,4,0,0,0
101,51.111111,1,4,5,0,0,0
102,51.555556,2,1,1,0,0,0
103,52,2,1,1,0,0,0
104,52.444444,2,1,2,0,0,0
105,52.888889,2,1,2,0,0,0
106,53.333333,2,5,5,0,0,0
107,53.777778,2,5,5,0,0,0
108,54.222222,2,5,4,0,0,0
109,54.666667,2,5,4,0,0,0
110,55.111111,1,2,1,0,0,0
111,56,1,4,5,0,0,0
112,56.888889,1,3,2,0,0,0
113,57.333333,1,3,4,0,0,0
114,57.777778,1,3,2,0,0,0
115,58.222222,1,3,5,0,0,0
116,58.666667,1,2,1,0,0,0
117,59.111111,1,4,5,0,0,0
118,59.555556,1,3,2,0,0,0
119,60,1,4,5,0,0,0
120,60.444444,1,2,1,0,0,0
121,60.888889,1,4,5,0,0,0
122,61.333333,1,3,2,0,0,0
123,61.777778,1,4,5,0,0,0
124,62.222222,1,2,1,0,0,0
125,62.666667,1,3,4,0,0,0
126,63.111111,1,3,2,0,0,0
127,63.555556,1,3,4,0,0,0
128,64,1,2,1,0,0,0
129,64.444444,1,3,4,0,0,0
130,64.888889,1,3,2,0,0,0
131,65.333333,1,3,4,0,0,0
132,65.777778,2,2,1,0,0,0
133,66.222222,2,2,1,0,0,0
134,66.666667,2,3,4,0,0,0
135,67.111111,2,3,4,0,0,0
136,67.555556,2,3,2,0,0,0
137,68,2,3,2,0,0,0
138,68.444444,2,4,5,0,0,0
139,68.888889,2,4,5,0,0,0
140,69.333333,1,2,1,0,1,0
141,69.333333,1,3,4,0,1,0
142,70.222222,1,2,1,0,1,0
143,70.222222,1,3,4,0,1,0
144,71.111111,1,3,2,0,1,0
145,71.111111,1,4,5,0,1,0
146,72,2,3,2,0,1,0
147,72,2,4,5,0,1,0
148,72.444444,2,3,2,0,1,0
149,72.444444,2,4,5,0,1,0
150,73.333333,1,4,5,0,0,0
151,73.777778,1,2,1,0,0,0
152,74.222222,1,4,5,0,0,0
153,74.666667,1,3,2,0,0,0
154,75.111111,1,4,5,0,0,0
155,75.555556,1,2,1,0,0,0
156,76,1,4,5,0,0,0
157,76.444444,1,3,2,0,0,0
158,76.888889,1,3,4,0,0,0
159,77.333333,1,2,1,0,0,0
160,77.777778,1,3,4,0,0,0
161,78.222222,1,3,2,0,0,0
162,78.666667,1,3,4,0,0,0
163,79.111111,1,2,1,0,0,0
164,79.555556,1,3,4,0,0,0
165,80,1,3,2,0,0,0
166,80.444444,1,3,4,0,0,0
167,80.888889,2,2,1,0,0,0
168,81.333333,2,2,1,0,0,0
169,81.777778,1,3,4,0,0,0
170,82.222222,1,3,2,0,0,0
171,82.666667,2,4,5,0,0,0
172,83.111111,2,4,5,0,0,0
173,83.555556,1,2,1,0,1,0
174,83.555556,1,3,4,0,1,0
175,84.444444,1,2,1,0,1,0
176,84.444444,1,3,4,0,1,0
177,85.333333,1,3,2,0,1,0
178,85.333333,1,4,5,0,1,0
179,86.222222,1,3,2,0,1,0
180,86.222222,1,4,5,0,1,0
181,87.111111,1,3,2,0,1,0
182,87.111111,1,3,4,0,1,0
183,87.555556,1,3,2,0,1,0
184,87.555556,1,3,4,0,1,0
185,88,1,3,4,0,1,0
186,88,1,3,2,0,1,0
187,88.444444,1,3,2,0,1,0
188,88.444444,1,3,4,0,1,0
189,88.888889,1,2,1,0,1,0
190,88.888889,1,4,5,0,1,0
191,89.333333,1,4,5,0,1,0
192,89.333333,1,2,1,0,1,0
193,89.777778,1,2,1,0,1,0
194,89.777778,1,4,5,0,1,0
195,90.222222,1,2,1,0,1,0
196,90.222222,1,4,5,0,1,0
197,90.666667,1,3,2,0,1,0
198,90.666667,1,3,4,0,1,0
199,91.111111,1,3,2,0,1,0
200,91.111111,1,3,4,0,1,0
201,91.555556,1,3,2,0,1,0
202,91.555556,1,3,4,0,1,0
203,92,1,3,2,0,1,0
204,92,1,3,4,0,1,0
205,92.444444,1,2,1,0,1,0
206,92.444444,1,4,5,0,1,0
207,92.888889,1,2,1,0,1,0
208,92.888889,1,4,5,0,1,0
209,93.333333,1,2,1,0,1,0
210,93.333333,1,4,5,0,1,0
211,93.777778,1,2,1,0,1,0
212,93.777778,1,4,5,0,1,0
213,94.222222,2,4,2,0,0,0
214,94.666667,2,4,2,0,0,0
215,95.111111,2,2,4,0,0,0
216,95.555556,2,2,4,0,0,0
217,96,1,3,1,0,0,0
218,96.444444,1,3,5,0,0,0
219,96.888889,1,3,3,0,0,0
220,97.777778,2,3,4,0,0,0
221,98.222222,2,3,4,0,0,0
222,98.666667,2,3,2,0,0,0
223,99.111111,2,3,2,0,0,0
224,99.555556,1,3,4,0,0,0
225,101.333333,2,3,4,0,0,0
226,101.777778,2,3,4,0,0,0
227,102.222222,2,3,2,0,0,0
228,102.666667,2,3,2,0,0,0
229,103.111111,1,3,4,0,0,0
230,104.888889,2,3,4,0,0,0
231,105.333333,2,3,4,0,0,0
232,105.777778,2,3,2,0,0,0
233,106.222222,2,3,2,0,0,0
234,106.666667,2,3,4,0,0,0
235,107.555556,2,3,4,0,0,0
236,108,1,3,5,0,0,0
237,112,92,,,,0,0
