id,sec,type,startPos,finishPos,status,sync,groupId
1,0,100,0,0,408,0,0
2,0,91,,,,0,0
3,1.875,1,2,3,2,0,2
4,1.933594,1,2,4,2,0,2
5,2.226563,1,3,2,1,0,3
6,2.285156,1,3,1,1,0,3
7,3.75,1,3,4,2,0,4
8,3.808594,1,3,5,2,0,4
9,4.101563,1,4,3,1,0,5
10,4.160156,1,4,2,1,0,5
11,4.6875,1,3,4,2,0,6
12,4.746094,1,3,5,2,0,6
13,5.039063,1,3,2,1,0,7
14,5.097656,1,3,1,1,0,7
15,5.625,1,2,3,2,0,8
16,5.683594,1,2,4,2,0,8
17,5.976563,1,3,2,1,0,9
18,6.035156,1,3,1,1,0,9
19,7.5,1,3,4,2,0,10
20,7.558594,1,3,5,2,0,10
21,7.851563,1,4,3,1,0,11
22,7.910156,1,4,2,1,0,11
23,8.4375,1,5,4,0,0,0
24,8.554688,1,3,2,0,0,0
25,8.90625,1,5,4,0,0,0
26,9.023438,1,3,2,0,0,0
27,9.375,2,4,5,0,0,0
28,9.726563,2,4,5,0,1,0
29,9.726563,2,1,2,0,1,0
30,10.078125,2,1,2,0,1,0
31,10.078125,1,3,4,0,1,0
32,10.3125,1,3,3,0,0,0
33,10.546875,1,3,4,0,0,0
34,10.78125,1,3,5,0,0,0
35,11.015625,1,4,2,0,0,0
36,11.25,2,5,4,0,0,0
37,11.601563,2,5,4,0,1,0
38,11.601563,2,2,1,0,1,0
39,11.953125,2,2,1,0,1,0
40,11.953125,1,4,3,0,1,0
41,12.1875,1,2,2,0,0,0
42,12.421875,1,2,3,0,0,0
43,12.65625,1,2,4,0,0,0
44,12.890625,1,3,1,0,0,0
45,13.125,2,4,5,0,0,0
46,13.476563,2,4,5,0,1,0
47,13.476563,2,1,2,0,1,0
48,13.828125,2,1,2,0,1,0
49,13.828125,1,3,4,0,1,0
50,14.0625,1,3,3,0,0,0
51,14.296875,1,3,4,0,0,0
52,14.53125,1,3,5,0,0,0
53,14.765625,1,4,2,0,0,0
54,15,2,5,4,0,0,0
55,15.351563,2,5,4,0,1,0
56,15.351563,2,2,1,0,1,0
57,15.703125,2,2,1,0,1,0
58,15.703125,1,4,3,0,1,0
59,15.9375,1,2,2,0,0,0
60,16.171875,1,2,3,0,0,0
61,16.40625,1,2,4,0,0,0
62,16.640625,1,3,1,0,0,0
63,16.875,2,4,5,0,0,0
64,17.226563,2,4,5,0,1,0
65,17.226563,2,1,2,0,1,0
66,17.578125,2,1,2,0,1,0
67,17.578125,1,3,4,0,1,0
68,17.8125,1,3,3,0,0,0
69,18.046875,1,3,4,0,0,0
70,18.28125,1,3,5,0,0,0
71,18.515625,1,4,2,0,0,0
72,18.75,2,5,4,0,0,0
73,19.101563,2,5,4,0,1,0
74,19.101563,2,2,1,0,1,0
75,19.453125,2,2,1,0,1,0
76,19.453125,1,4,3,0,1,0
77,19.6875,1,2,2,0,0,0
78,19.921875,1,2,3,0,0,0
79,20.15625,1,2,4,0,0,0
80,20.390625,1,3,1,0,0,0
81,20.625,2,4,5,0,0,0
82,20.976563,2,4,5,0,1,0
83,20.976563,2,1,2,0,1,0
84,21.328125,2,1,2,0,1,0
85,21.328125,1,3,4,0,1,0
86,21.5625,1,3,3,0,0,0
87,21.796875,1,3,4,0,0,0
88,22.03125,1,3,5,0,0,0
89,22.265625,1,4,2,0,0,0
90,22.5,2,3,4,0,0,0
91,22.617188,2,3,4,0,0,0
92,22.734375,2,2,1,0,0,0
93,22.851563,2,2,1,0,0,0
94,23.203125,2,4,5,0,0,0
95,23.320313,2,4,5,0,0,0
96,23.4375,2,3,2,0,0,0
97,23.554688,2,3,2,0,0,0
98,24.375,2,3,5,0,0,0
99,25.3125,2,3,5,0,0,0
100,25.78125,1,4,3,0,0,0
101,26.25,1,4,5,0,0,0
102,26.601563,1,5,4,0,0,0
103,26.953125,1,4,3,0,0,0
104,27.1875,1,3,2,0,0,0
105,27.65625,1,2,1,0,0,0
106,28.125,2,1,2,0,0,0
107,29.0625,2,1,2,0,0,0
108,29.53125,1,2,1,0,0,0
109,30,1,2,3,0,0,0
110,30.351563,1,3,4,0,0,0
111,30.703125,1,4,5,0,0,0
112,30.9375,1,5,4,0,0,0
113,31.40625,1,4,2,0,0,0
114,31.875,2,3,5,0,0,0
115,32.8125,2,3,5,0,0,0
116,33.28125,1,4,4,0,0,0
117,33.515625,1,3,2,0,0,0
118,33.75,1,4,5,0,0,0
119,34.101563,1,5,4,0,0,0
120,34.453125,1,4,3,0,0,0
121,34.6875,1,3,2,0,0,0
122,35.15625,1,2,1,0,0,0
123,35.625,2,1,2,0,0,0
124,36.5625,2,1,2,0,0,0
125,37.03125,1,2,1,0,0,0
126,37.5,1,1,2,0,0,0
127,37.96875,1,2,3,0,0,0
128,38.4375,1,3,4,0,0,0
129,38.90625,1,4,5,0,0,0
130,39.375,2,5,4,0,0,0
131,40.3125,2,5,4,0,0,0
132,40.78125,1,1,2,0,0,0
133,41.25,1,4,5,0,0,0
134,41.601563,1,5,4,0,0,0
135,41.953125,1,4,3,0,0,0
136,42.1875,1,4,2,0,0,0
137,42.65625,1,2,1,0,0,0
138,43.125,2,1,2,0,0,0
139,44.0625,2,1,2,0,0,0
140,44.53125,1,2,3,0,0,0
141,44.765625,1,2,1,0,0,0
142,45,1,3,2,0,0,0
143,45.351563,1,3,4,0,0,0
144,45.703125,1,4,5,0,0,0
145,45.9375,1,4,2,0,0,0
146,46.40625,1,3,4,2,0,1
147,46.464844,1,3,5,2,0,1
148,46.875,2,3,3,0,0,0
149,47.8125,2,3,3,0,0,0
150,48.28125,1,4,5,0,1,0
151,48.28125,1,2,1,0,1,0
152,48.75,2,4,2,0,1,0
153,48.75,2,2,4,0,1,0
154,49.101563,2,4,2,0,1,0
155,49.101563,2,2,4,0,1,0
156,49.453125,1,3,3,0,0,0
157,49.6875,1,3,3,0,0,0
158,50.15625,1,3,2,0,1,0
159,50.15625,1,3,4,0,1,0
160,50.625,1,4,5,0,1,0
161,50.625,1,4,3,0,1,0
162,51.328125,1,3,2,0,1,0
